Netzbetreiber:;;Energienetze Berlin GmbH;;;;
Lastgangtyp:;;Entnahme aus dem vorgelagerten Verteilungsnetz;;;;
gesetzliche Grundlage:;;§ 23c Abs.3 Nr. 5 EnWG;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;
;;;;;;
Spannungsebene der Entnahme;;Hochspannung;Mittelspannung;Niederspannung;;
Höchstlast;[kW];20.240;1.353;153,7;;
Wirkarbeit;[kWh];34.847.835;6.056.038;454.794;;
;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];;
07.01.2024;18:45:00;0;558;132;;
07.01.2024;19:00:00;0;544;142;;
07.01.2024;19:15:00;0;541;121;;
07.01.2024;19:30:00;0;560;125;;
07.01.2024;19:45:00;0;535;131;;
07.01.2024;20:00:00;0;547;121;;
07.01.2024;20:15:00;0;547;112;;
07.01.2024;20:30:00;0;517;112;;
07.01.2024;20:45:00;0;523;100;;
07.01.2024;21:00:00;0;521;96;;
07.01.2024;21:15:00;0;529;92;;
07.01.2024;21:30:00;0;544;98;;
07.01.2024;21:45:00;0;549;99;;
07.01.2024;22:00:00;0;558;80;;
07.01.2024;22:15:00;0;588;87;;
07.01.2024;22:30:00;0;604;78;;
07.01.2024;22:45:00;0;603;71;;
07.01.2024;23:00:00;0;598;66;;
07.01.2024;23:15:00;0;578;53;;
07.01.2024;23:30:00;0;603;56;;
07.01.2024;23:45:00;0;573;51;;
08.01.2024;00:00:00;0;578;46;;
08.01.2024;00:15:00;0;593;44;;
08.01.2024;00:30:00;0;588;44;;
08.01.2024;00:45:00;0;608;40;;
08.01.2024;01:00:00;0;604;42;;
08.01.2024;01:15:00;0;603;38;;
08.01.2024;01:30:00;0;603;36;;
08.01.2024;01:45:00;0;618;39;;
08.01.2024;02:00:00;0;623;37;;
08.01.2024;02:15:00;0;618;31;;
08.01.2024;02:30:00;0;638;29;;
08.01.2024;02:45:00;0;633;30;;
08.01.2024;03:00:00;0;633;31;;
08.01.2024;03:15:00;0;633;34;;
08.01.2024;03:30:00;0;643;33;;
08.01.2024;03:45:00;0;643;35;;
08.01.2024;04:00:00;0;638;35;;
08.01.2024;04:15:00;0;683;42;;
08.01.2024;04:30:00;0;647;36;;
08.01.2024;04:45:00;0;653;39;;
08.01.2024;05:00:00;0;643;38;;
08.01.2024;05:15:00;0;687;37;;
08.01.2024;05:30:00;0;678;34;;
08.01.2024;05:45:00;0;688;36;;
08.01.2024;06:00:00;0;728;38;;
08.01.2024;06:15:00;0;748;39;;
08.01.2024;06:30:00;0;803;46;;
08.01.2024;06:45:00;0;813;48;;
08.01.2024;07:00:00;0;823;62;;
08.01.2024;07:15:00;0;884;71;;
08.01.2024;07:30:00;0;854;66;;
08.01.2024;07:45:00;0;853;66;;
08.01.2024;08:00:00;0;854;71;;
08.01.2024;08:15:00;0;909;80;;
08.01.2024;08:30:00;0;899;85;;
08.01.2024;08:45:00;0;1003;82;;
08.01.2024;09:00:00;0;1061;79;;
08.01.2024;09:15:00;0;1047;92;;
08.01.2024;09:30:00;0;1049;86;;
08.01.2024;09:45:00;0;1014;80;;
08.01.2024;10:00:00;0;1080;81;;
08.01.2024;10:15:00;0;1066;82;;
08.01.2024;10:30:00;0;1031;78;;
08.01.2024;10:45:00;0;1045;82;;
08.01.2024;11:00:00;0;1086;84;;
08.01.2024;11:15:00;0;1049;78;;
08.01.2024;11:30:00;0;1046;89;;
08.01.2024;11:45:00;0;1060;70;;
08.01.2024;12:00:00;0;1027;59;;
08.01.2024;12:15:00;0;1047;56;;
08.01.2024;12:30:00;0;1049;46;;
08.01.2024;12:45:00;0;1038;51;;
08.01.2024;13:00:00;0;1019;52;;
08.01.2024;13:15:00;0;1003;58;;
08.01.2024;13:30:00;0;1003;55;;
08.01.2024;13:45:00;0;1018;54;;
08.01.2024;14:00:00;0;1013;51;;
08.01.2024;14:15:00;0;1035;52;;
08.01.2024;14:30:00;0;986;50;;
08.01.2024;14:45:00;0;870;50;;
08.01.2024;15:00:00;0;850;45;;
08.01.2024;15:15:00;0;845;54;;
08.01.2024;15:30:00;0;835;50;;
08.01.2024;15:45:00;0;819;55;;
08.01.2024;16:00:00;0;813;55;;
08.01.2024;16:15:00;0;810;53;;
08.01.2024;16:30:00;0;816;54;;
08.01.2024;16:45:00;0;808;53;;
08.01.2024;17:00:00;0;778;55;;
08.01.2024;17:15:00;0;776;59;;
08.01.2024;17:30:00;0;765;57;;
08.01.2024;17:45:00;0;767;61;;
08.01.2024;18:00:00;0;776;67;;
08.01.2024;18:15:00;0;743;71;;
08.01.2024;18:30:00;0;747;82;;
08.01.2024;18:45:00;0;742;80;;
08.01.2024;19:00:00;0;726;73;;
08.01.2024;19:15:00;0;708;63;;
08.01.2024;19:30:00;0;678;70;;
08.01.2024;19:45:00;0;684;67;;
08.01.2024;20:00:00;0;682;69;;
08.01.2024;20:15:00;0;666;64;;
08.01.2024;20:30:00;0;665;55;;
08.01.2024;20:45:00;0;679;52;;
08.01.2024;21:00:00;0;675;58;;
08.01.2024;21:15:00;0;669;58;;
08.01.2024;21:30:00;0;669;47;;
08.01.2024;21:45:00;0;654;46;;
08.01.2024;22:00:00;0;643;42;;
08.01.2024;22:15:00;0;613;57;;
08.01.2024;22:30:00;0;619;44;;
08.01.2024;22:45:00;0;623;42;;
08.01.2024;23:00:00;0;618;41;;
08.01.2024;23:15:00;0;603;36;;
08.01.2024;23:30:00;0;618;34;;
08.01.2024;23:45:00;0;618;34;;
09.01.2024;00:00:00;0;629;32;;
09.01.2024;00:15:00;0;638;35;;
09.01.2024;00:30:00;0;643;30;;
09.01.2024;00:45:00;0;644;27;;
09.01.2024;01:00:00;0;643;27;;
09.01.2024;01:15:00;0;658;28;;
09.01.2024;01:30:00;0;653;27;;
09.01.2024;01:45:00;0;648;27;;
09.01.2024;02:00:00;0;638;27;;
09.01.2024;02:15:00;0;658;27;;
09.01.2024;02:30:00;0;664;25;;
09.01.2024;02:45:00;0;658;25;;
09.01.2024;03:00:00;0;658;27;;
09.01.2024;03:15:00;0;749;29;;
09.01.2024;03:30:00;0;738;32;;
09.01.2024;03:45:00;0;723;31;;
09.01.2024;04:00:00;0;738;31;;
09.01.2024;04:15:00;0;733;29;;
09.01.2024;04:30:00;0;703;29;;
09.01.2024;04:45:00;0;733;30;;
09.01.2024;05:00:00;0;728;29;;
09.01.2024;05:15:00;0;758;30;;
09.01.2024;05:30:00;0;738;29;;
09.01.2024;05:45:00;0;758;32;;
09.01.2024;06:00:00;0;758;30;;
09.01.2024;06:15:00;0;808;34;;
09.01.2024;06:30:00;0;848;37;;
09.01.2024;06:45:00;0;893;36;;
09.01.2024;07:00:00;0;843;35;;
09.01.2024;07:15:00;0;881;37;;
09.01.2024;07:30:00;0;957;38;;
09.01.2024;07:45:00;0;1025;38;;
09.01.2024;08:00:00;0;994;40;;
09.01.2024;08:15:00;0;1004;41;;
09.01.2024;08:30:00;0;1050;52;;
09.01.2024;08:45:00;0;1096;44;;
09.01.2024;09:00:00;0;1065;46;;
09.01.2024;09:15:00;0;1051;44;;
09.01.2024;09:30:00;0;1105;49;;
09.01.2024;09:45:00;0;1181;46;;
09.01.2024;10:00:00;0;1156;45;;
09.01.2024;10:15:00;0;1105;48;;
09.01.2024;10:30:00;0;1101;46;;
09.01.2024;10:45:00;0;1132;50;;
09.01.2024;11:00:00;0;1168;49;;
09.01.2024;11:15:00;0;1157;50;;
09.01.2024;11:30:00;0;1177;50;;
09.01.2024;11:45:00;0;1141;53;;
09.01.2024;12:00:00;0;1177;50;;
09.01.2024;12:15:00;0;1207;48;;
09.01.2024;12:30:00;0;1212;47;;
09.01.2024;12:45:00;0;1131;48;;
09.01.2024;13:00:00;0;1119;51;;
09.01.2024;13:15:00;0;1190;54;;
09.01.2024;13:30:00;0;1107;55;;
09.01.2024;13:45:00;0;1101;52;;
09.01.2024;14:00:00;0;1161;49;;
09.01.2024;14:15:00;0;1125;51;;
09.01.2024;14:30:00;0;996;50;;
09.01.2024;14:45:00;0;857;51;;
09.01.2024;15:00:00;0;860;56;;
09.01.2024;15:15:00;0;840;59;;
09.01.2024;15:30:00;0;846;56;;
09.01.2024;15:45:00;0;854;48;;
09.01.2024;16:00:00;0;849;55;;
09.01.2024;16:15:00;0;846;54;;
09.01.2024;16:30:00;0;836;52;;
09.01.2024;16:45:00;0;831;49;;
09.01.2024;17:00:00;0;821;55;;
09.01.2024;17:15:00;0;806;57;;
09.01.2024;17:30:00;0;796;60;;
09.01.2024;17:45:00;0;777;67;;
09.01.2024;18:00:00;0;794;73;;
09.01.2024;18:15:00;0;780;79;;
09.01.2024;18:30:00;0;783;84;;
09.01.2024;18:45:00;0;761;90;;
09.01.2024;19:00:00;0;745;132;;
09.01.2024;19:15:00;0;720;136;;
09.01.2024;19:30:00;0;725;101;;
09.01.2024;19:45:00;0;724;63;;
09.01.2024;20:00:00;0;709;62;;
09.01.2024;20:15:00;0;687;67;;
09.01.2024;20:30:00;0;684;72;;
09.01.2024;20:45:00;0;684;61;;
09.01.2024;21:00:00;0;675;62;;
09.01.2024;21:15:00;0;674;57;;
09.01.2024;21:30:00;0;673;54;;
09.01.2024;21:45:00;0;664;56;;
09.01.2024;22:00:00;0;663;48;;
09.01.2024;22:15:00;0;638;45;;
09.01.2024;22:30:00;0;643;45;;
09.01.2024;22:45:00;0;632;44;;
09.01.2024;23:00:00;0;633;41;;
09.01.2024;23:15:00;0;633;39;;
09.01.2024;23:30:00;0;628;39;;
09.01.2024;23:45:00;0;643;36;;
10.01.2024;00:00:00;0;623;31;;
10.01.2024;00:15:00;0;663;33;;
10.01.2024;00:30:00;0;653;33;;
10.01.2024;00:45:00;0;653;29;;
10.01.2024;01:00:00;0;648;28;;
10.01.2024;01:15:00;0;653;27;;
10.01.2024;01:30:00;0;673;27;;
10.01.2024;01:45:00;0;648;28;;
10.01.2024;02:00:00;0;653;26;;
10.01.2024;02:15:00;0;658;25;;
10.01.2024;02:30:00;0;653;27;;
10.01.2024;02:45:00;0;662;27;;
10.01.2024;03:00:00;0;673;25;;
10.01.2024;03:15:00;0;733;27;;
10.01.2024;03:30:00;0;737;32;;
10.01.2024;03:45:00;0;728;32;;
10.01.2024;04:00:00;0;738;29;;
10.01.2024;04:15:00;0;738;26;;
10.01.2024;04:30:00;0;703;28;;
10.01.2024;04:45:00;0;718;30;;
10.01.2024;05:00:00;0;728;29;;
10.01.2024;05:15:00;0;753;29;;
10.01.2024;05:30:00;0;678;29;;
10.01.2024;05:45:00;0;698;33;;
10.01.2024;06:00:00;0;812;30;;
10.01.2024;06:15:00;0;888;31;;
10.01.2024;06:30:00;0;953;34;;
10.01.2024;06:45:00;0;884;36;;
10.01.2024;07:00:00;0;888;36;;
10.01.2024;07:15:00;0;924;43;;
10.01.2024;07:30:00;0;1027;39;;
10.01.2024;07:45:00;0;1027;43;;
10.01.2024;08:00:00;0;1040;46;;
10.01.2024;08:15:00;0;1067;74;;
10.01.2024;08:30:00;0;1126;80;;
10.01.2024;08:45:00;0;1061;78;;
10.01.2024;09:00:00;0;1043;68;;
10.01.2024;09:15:00;0;1111;50;;
10.01.2024;09:30:00;0;1133;44;;
10.01.2024;09:45:00;0;1114;45;;
10.01.2024;10:00:00;0;1096;47;;
10.01.2024;10:15:00;0;1144;44;;
10.01.2024;10:30:00;0;1108;47;;
10.01.2024;10:45:00;0;1040;48;;
10.01.2024;11:00:00;0;1106;45;;
10.01.2024;11:15:00;0;1141;50;;
10.01.2024;11:30:00;0;1093;49;;
10.01.2024;11:45:00;0;1075;45;;
10.01.2024;12:00:00;0;1155;46;;
10.01.2024;12:15:00;0;1061;62;;
10.01.2024;12:30:00;0;1064;51;;
10.01.2024;12:45:00;0;1092;48;;
10.01.2024;13:00:00;0;1147;46;;
10.01.2024;13:15:00;0;1036;52;;
10.01.2024;13:30:00;0;1002;54;;
10.01.2024;13:45:00;0;1076;49;;
10.01.2024;14:00:00;0;1073;52;;
10.01.2024;14:15:00;0;1006;49;;
10.01.2024;14:30:00;0;947;50;;
10.01.2024;14:45:00;0;847;56;;
10.01.2024;15:00:00;0;836;48;;
10.01.2024;15:15:00;0;826;49;;
10.01.2024;15:30:00;0;841;48;;
10.01.2024;15:45:00;0;822;50;;
10.01.2024;16:00:00;0;807;46;;
10.01.2024;16:15:00;0;796;45;;
10.01.2024;16:30:00;0;806;56;;
10.01.2024;16:45:00;0;815;52;;
10.01.2024;17:00:00;0;810;57;;
10.01.2024;17:15:00;0;778;61;;
10.01.2024;17:30:00;0;774;59;;
10.01.2024;17:45:00;0;766;89;;
10.01.2024;18:00:00;0;742;80;;
10.01.2024;18:15:00;0;753;71;;
10.01.2024;18:30:00;0;756;67;;
10.01.2024;18:45:00;0;716;80;;
10.01.2024;19:00:00;0;716;77;;
10.01.2024;19:15:00;0;695;78;;
10.01.2024;19:30:00;0;700;70;;
10.01.2024;19:45:00;0;691;68;;
10.01.2024;20:00:00;0;672;68;;
10.01.2024;20:15:00;0;676;55;;
10.01.2024;20:30:00;0;658;56;;
10.01.2024;20:45:00;0;660;55;;
10.01.2024;21:00:00;0;659;47;;
10.01.2024;21:15:00;0;641;51;;
10.01.2024;21:30:00;0;630;47;;
10.01.2024;21:45:00;0;646;43;;
10.01.2024;22:00:00;0;635;69;;
10.01.2024;22:15:00;0;604;74;;
10.01.2024;22:30:00;0;604;76;;
10.01.2024;22:45:00;0;619;70;;
10.01.2024;23:00:00;0;594;65;;
10.01.2024;23:15:00;0;619;53;;
10.01.2024;23:30:00;0;604;32;;
10.01.2024;23:45:00;0;609;33;;
11.01.2024;00:00:00;0;600;32;;
11.01.2024;00:15:00;0;623;32;;
11.01.2024;00:30:00;0;628;28;;
11.01.2024;00:45:00;0;629;29;;
11.01.2024;01:00:00;0;638;30;;
11.01.2024;01:15:00;0;638;30;;
11.01.2024;01:30:00;0;638;28;;
11.01.2024;01:45:00;0;638;27;;
11.01.2024;02:00:00;0;628;27;;
11.01.2024;02:15:00;0;654;27;;
11.01.2024;02:30:00;0;648;26;;
11.01.2024;02:45:00;0;663;25;;
11.01.2024;03:00:00;0;649;28;;
11.01.2024;03:15:00;0;728;31;;
11.01.2024;03:30:00;0;738;33;;
11.01.2024;03:45:00;0;738;30;;
11.01.2024;04:00:00;0;733;30;;
11.01.2024;04:15:00;0;713;32;;
11.01.2024;04:30:00;0;718;30;;
11.01.2024;04:45:00;0;723;30;;
11.01.2024;05:00:00;0;738;27;;
11.01.2024;05:15:00;0;723;29;;
11.01.2024;05:30:00;0;678;29;;
11.01.2024;05:45:00;0;678;32;;
11.01.2024;06:00:00;0;778;31;;
11.01.2024;06:15:00;0;848;30;;
11.01.2024;06:30:00;0;894;33;;
11.01.2024;06:45:00;0;944;33;;
11.01.2024;07:00:00;0;940;34;;
11.01.2024;07:15:00;0;984;33;;
11.01.2024;07:30:00;0;1005;38;;
11.01.2024;07:45:00;0;995;39;;
11.01.2024;08:00:00;0;1016;43;;
11.01.2024;08:15:00;0;1075;46;;
11.01.2024;08:30:00;0;1131;46;;
11.01.2024;08:45:00;0;1037;47;;
11.01.2024;09:00:00;0;1057;48;;
11.01.2024;09:15:00;0;1153;49;;
11.01.2024;09:30:00;0;1157;53;;
11.01.2024;09:45:00;0;1185;51;;
11.01.2024;10:00:00;0;1130;57;;
11.01.2024;10:15:00;0;1140;49;;
11.01.2024;10:30:00;0;1190;53;;
11.01.2024;10:45:00;0;1111;58;;
11.01.2024;11:00:00;0;1091;58;;
11.01.2024;11:15:00;0;1145;64;;
11.01.2024;11:30:00;0;1126;62;;
11.01.2024;11:45:00;0;1087;58;;
11.01.2024;12:00:00;0;1081;55;;
11.01.2024;12:15:00;0;1152;57;;
11.01.2024;12:30:00;0;1092;54;;
11.01.2024;12:45:00;0;1063;59;;
11.01.2024;13:00:00;0;1069;53;;
11.01.2024;13:15:00;0;1110;59;;
11.01.2024;13:30:00;44;1160;60;;
11.01.2024;13:45:00;6006;1100;58;;
11.01.2024;14:00:00;0;1120;60;;
11.01.2024;14:15:00;154;1045;56;;
11.01.2024;14:30:00;0;1028;55;;
11.01.2024;14:45:00;0;908;54;;
11.01.2024;15:00:00;0;899;56;;
11.01.2024;15:15:00;0;870;55;;
11.01.2024;15:30:00;0;891;53;;
11.01.2024;15:45:00;0;850;55;;
11.01.2024;16:00:00;0;865;56;;
11.01.2024;16:15:00;0;843;55;;
11.01.2024;16:30:00;0;829;57;;
11.01.2024;16:45:00;0;819;53;;
11.01.2024;17:00:00;0;800;60;;
11.01.2024;17:15:00;0;795;58;;
11.01.2024;17:30:00;0;789;56;;
11.01.2024;17:45:00;0;763;61;;
11.01.2024;18:00:00;0;778;65;;
11.01.2024;18:15:00;0;768;67;;
11.01.2024;18:30:00;0;735;67;;
11.01.2024;18:45:00;0;727;66;;
11.01.2024;19:00:00;0;715;60;;
11.01.2024;19:15:00;0;690;70;;
11.01.2024;19:30:00;0;696;66;;
11.01.2024;19:45:00;0;678;60;;
11.01.2024;20:00:00;0;662;56;;
11.01.2024;20:15:00;0;670;54;;
11.01.2024;20:30:00;0;668;60;;
11.01.2024;20:45:00;0;668;54;;
11.01.2024;21:00:00;0;647;59;;
11.01.2024;21:15:00;0;646;60;;
11.01.2024;21:30:00;0;646;63;;
11.01.2024;21:45:00;0;661;55;;
11.01.2024;22:00:00;0;646;49;;
11.01.2024;22:15:00;0;611;42;;
11.01.2024;22:30:00;0;621;44;;
11.01.2024;22:45:00;0;616;40;;
11.01.2024;23:00:00;0;611;38;;
11.01.2024;23:15:00;0;611;34;;
11.01.2024;23:30:00;0;601;34;;
11.01.2024;23:45:00;0;616;33;;
12.01.2024;00:00:00;0;610;31;;
12.01.2024;00:15:00;0;621;33;;
12.01.2024;00:30:00;0;636;31;;
12.01.2024;00:45:00;0;625;28;;
12.01.2024;01:00:00;0;631;27;;
12.01.2024;01:15:00;0;650;27;;
12.01.2024;01:30:00;0;646;28;;
12.01.2024;01:45:00;0;626;26;;
12.01.2024;02:00:00;0;636;23;;
12.01.2024;02:15:00;0;650;25;;
12.01.2024;02:30:00;0;646;26;;
12.01.2024;02:45:00;0;651;28;;
12.01.2024;03:00:00;0;661;26;;
12.01.2024;03:15:00;0;741;25;;
12.01.2024;03:30:00;0;731;28;;
12.01.2024;03:45:00;0;716;29;;
12.01.2024;04:00:00;0;721;30;;
12.01.2024;04:15:00;0;716;29;;
12.01.2024;04:30:00;0;706;26;;
12.01.2024;04:45:00;0;731;31;;
12.01.2024;05:00:00;0;716;29;;
12.01.2024;05:15:00;0;680;28;;
12.01.2024;05:30:00;0;681;26;;
12.01.2024;05:45:00;0;686;30;;
12.01.2024;06:00:00;0;785;28;;
12.01.2024;06:15:00;0;801;25;;
12.01.2024;06:30:00;0;811;29;;
12.01.2024;06:45:00;0;841;29;;
12.01.2024;07:00:00;0;909;31;;
12.01.2024;07:15:00;0;931;34;;
12.01.2024;07:30:00;0;967;31;;
12.01.2024;07:45:00;0;948;44;;
12.01.2024;08:00:00;0;1012;41;;
12.01.2024;08:15:00;0;1027;41;;
12.01.2024;08:30:00;0;982;41;;
12.01.2024;08:45:00;0;988;44;;
12.01.2024;09:00:00;0;928;43;;
12.01.2024;09:15:00;0;909;48;;
12.01.2024;09:30:00;0;978;48;;
12.01.2024;09:45:00;0;978;47;;
12.01.2024;10:00:00;0;950;49;;
12.01.2024;10:15:00;0;963;44;;
12.01.2024;10:30:00;0;1046;50;;
12.01.2024;10:45:00;0;1002;45;;
12.01.2024;11:00:00;0;978;46;;
12.01.2024;11:15:00;0;993;46;;
12.01.2024;11:30:00;0;1038;51;;
12.01.2024;11:45:00;0;984;50;;
12.01.2024;12:00:00;0;969;51;;
12.01.2024;12:15:00;0;1008;49;;
12.01.2024;12:30:00;0;976;50;;
12.01.2024;12:45:00;0;957;47;;
12.01.2024;13:00:00;0;953;49;;
12.01.2024;13:15:00;0;979;49;;
12.01.2024;13:30:00;0;915;48;;
12.01.2024;13:45:00;0;889;53;;
12.01.2024;14:00:00;0;849;56;;
12.01.2024;14:15:00;0;862;49;;
12.01.2024;14:30:00;0;852;49;;
12.01.2024;14:45:00;0;840;50;;
12.01.2024;15:00:00;0;803;50;;
12.01.2024;15:15:00;0;795;52;;
12.01.2024;15:30:00;0;790;48;;
12.01.2024;15:45:00;0;772;50;;
12.01.2024;16:00:00;0;780;54;;
12.01.2024;16:15:00;0;779;49;;
12.01.2024;16:30:00;0;753;56;;
12.01.2024;16:45:00;0;733;52;;
12.01.2024;17:00:00;0;718;60;;
12.01.2024;17:15:00;0;720;67;;
12.01.2024;17:30:00;0;709;64;;
12.01.2024;17:45:00;0;716;71;;
12.01.2024;18:00:00;0;699;69;;
12.01.2024;18:15:00;0;693;64;;
12.01.2024;18:30:00;0;682;78;;
12.01.2024;18:45:00;0;679;74;;
12.01.2024;19:00:00;0;682;65;;
12.01.2024;19:15:00;0;642;54;;
12.01.2024;19:30:00;0;644;66;;
12.01.2024;19:45:00;0;630;66;;
12.01.2024;20:00:00;0;623;65;;
12.01.2024;20:15:00;0;592;52;;
12.01.2024;20:30:00;0;600;54;;
12.01.2024;20:45:00;0;593;46;;
12.01.2024;21:00:00;0;586;50;;
12.01.2024;21:15:00;0;591;43;;
12.01.2024;21:30:00;0;556;42;;
12.01.2024;21:45:00;0;545;41;;
12.01.2024;22:00:00;0;536;42;;
12.01.2024;22:15:00;0;535;46;;
12.01.2024;22:30:00;0;520;63;;
12.01.2024;22:45:00;0;500;52;;
12.01.2024;23:00:00;0;511;36;;
12.01.2024;23:15:00;0;510;34;;
12.01.2024;23:30:00;0;510;36;;
12.01.2024;23:45:00;0;506;36;;
13.01.2024;00:00:00;0;510;32;;
13.01.2024;00:15:00;0;520;32;;
13.01.2024;00:30:00;0;526;30;;
13.01.2024;00:45:00;0;520;28;;
13.01.2024;01:00:00;0;520;27;;
13.01.2024;01:15:00;0;521;29;;
13.01.2024;01:30:00;0;530;27;;
13.01.2024;01:45:00;0;515;26;;
13.01.2024;02:00:00;0;520;24;;
13.01.2024;02:15:00;0;521;24;;
13.01.2024;02:30:00;0;515;25;;
13.01.2024;02:45:00;0;515;27;;
13.01.2024;03:00:00;0;511;25;;
13.01.2024;03:15:00;0;585;24;;
13.01.2024;03:30:00;0;580;23;;
13.01.2024;03:45:00;0;586;25;;
13.01.2024;04:00:00;0;575;27;;
13.01.2024;04:15:00;0;570;29;;
13.01.2024;04:30:00;0;566;27;;
13.01.2024;04:45:00;0;560;27;;
13.01.2024;05:00:00;0;565;28;;
13.01.2024;05:15:00;0;561;27;;
13.01.2024;05:30:00;0;505;28;;
13.01.2024;05:45:00;0;500;27;;
13.01.2024;06:00:00;0;506;27;;
13.01.2024;06:15:00;0;551;30;;
13.01.2024;06:30:00;0;535;27;;
13.01.2024;06:45:00;0;505;29;;
13.01.2024;07:00:00;0;501;26;;
13.01.2024;07:15:00;0;536;27;;
13.01.2024;07:30:00;0;536;29;;
13.01.2024;07:45:00;0;506;29;;
13.01.2024;08:00:00;0;501;28;;
13.01.2024;08:15:00;0;515;32;;
13.01.2024;08:30:00;0;565;35;;
13.01.2024;08:45:00;0;519;40;;
13.01.2024;09:00:00;0;514;40;;
13.01.2024;09:15:00;0;519;41;;
13.01.2024;09:30:00;0;565;50;;
13.01.2024;09:45:00;0;541;44;;
13.01.2024;10:00:00;0;527;50;;
13.01.2024;10:15:00;0;525;51;;
13.01.2024;10:30:00;0;525;54;;
13.01.2024;10:45:00;0;575;52;;
13.01.2024;11:00:00;0;530;42;;
13.01.2024;11:15:00;0;519;44;;
13.01.2024;11:30:00;0;527;51;;
13.01.2024;11:45:00;0;590;45;;
13.01.2024;12:00:00;0;539;49;;
13.01.2024;12:15:00;0;526;48;;
13.01.2024;12:30:00;0;517;52;;
13.01.2024;12:45:00;0;546;60;;
13.01.2024;13:00:00;0;558;58;;
13.01.2024;13:15:00;0;527;53;;
13.01.2024;13:30:00;0;518;48;;
13.01.2024;13:45:00;0;524;58;;
13.01.2024;14:00:00;0;588;55;;
13.01.2024;14:15:00;0;533;47;;
13.01.2024;14:30:00;0;533;46;;
13.01.2024;14:45:00;0;523;47;;
13.01.2024;15:00:00;0;524;49;;
13.01.2024;15:15:00;0;531;54;;
13.01.2024;15:30:00;0;530;54;;
13.01.2024;15:45:00;0;536;48;;
13.01.2024;16:00:00;0;539;54;;
13.01.2024;16:15:00;0;535;58;;
13.01.2024;16:30:00;0;550;66;;
13.01.2024;16:45:00;0;557;62;;
13.01.2024;17:00:00;0;543;54;;
13.01.2024;17:15:00;0;540;57;;
13.01.2024;17:30:00;0;538;68;;
13.01.2024;17:45:00;0;562;69;;
13.01.2024;18:00:00;0;552;78;;
13.01.2024;18:15:00;0;548;77;;
13.01.2024;18:30:00;0;550;87;;
13.01.2024;18:45:00;0;561;84;;
13.01.2024;19:00:00;0;534;68;;
13.01.2024;19:15:00;0;533;71;;
13.01.2024;19:30:00;0;540;70;;
13.01.2024;19:45:00;0;521;59;;
13.01.2024;20:00:00;0;527;60;;
13.01.2024;20:15:00;0;500;57;;
13.01.2024;20:30:00;0;502;53;;
13.01.2024;20:45:00;0;490;54;;
13.01.2024;21:00:00;0;501;50;;
13.01.2024;21:15:00;0;506;47;;
13.01.2024;21:30:00;0;486;48;;
13.01.2024;21:45:00;0;496;46;;
13.01.2024;22:00:00;0;492;44;;
13.01.2024;22:15:00;0;481;40;;
13.01.2024;22:30:00;0;501;37;;
13.01.2024;22:45:00;0;496;40;;
13.01.2024;23:00:00;0;506;38;;
13.01.2024;23:15:00;0;492;39;;
13.01.2024;23:30:00;0;495;38;;
13.01.2024;23:45:00;0;490;37;;
14.01.2024;00:00:00;0;506;34;;
14.01.2024;00:15:00;154;490;32;;
14.01.2024;00:30:00;0;491;35;;
14.01.2024;00:45:00;22;506;31;;
14.01.2024;01:00:00;22;495;29;;
14.01.2024;01:15:00;0;490;28;;
14.01.2024;01:30:00;0;496;27;;
14.01.2024;01:45:00;0;501;28;;
14.01.2024;02:00:00;0;510;26;;
14.01.2024;02:15:00;0;505;24;;
14.01.2024;02:30:00;0;501;24;;
14.01.2024;02:45:00;0;520;26;;
14.01.2024;03:00:00;0;500;25;;
14.01.2024;03:15:00;22;591;27;;
14.01.2024;03:30:00;22;580;25;;
14.01.2024;03:45:00;0;581;27;;
14.01.2024;04:00:00;0;580;27;;
14.01.2024;04:15:00;132;586;29;;
14.01.2024;04:30:00;0;570;29;;
14.01.2024;04:45:00;0;575;28;;
14.01.2024;05:00:00;0;566;32;;
14.01.2024;05:15:00;0;510;32;;
14.01.2024;05:30:00;0;505;29;;
14.01.2024;05:45:00;0;496;28;;
14.01.2024;06:00:00;0;560;26;;
14.01.2024;06:15:00;0;510;30;;
14.01.2024;06:30:00;0;500;29;;
14.01.2024;06:45:00;0;490;30;;
14.01.2024;07:00:00;0;530;27;;
14.01.2024;07:15:00;0;540;25;;
14.01.2024;07:30:00;0;509;29;;
14.01.2024;07:45:00;0;504;29;;
14.01.2024;08:00:00;0;524;29;;
14.01.2024;08:15:00;0;594;28;;
14.01.2024;08:30:00;0;519;28;;
14.01.2024;08:45:00;0;514;35;;
14.01.2024;09:00:00;0;503;41;;
14.01.2024;09:15:00;0;565;43;;
14.01.2024;09:30:00;0;550;45;;
14.01.2024;09:45:00;0;505;40;;
14.01.2024;10:00:00;0;511;51;;
14.01.2024;10:15:00;0;552;47;;
14.01.2024;10:30:00;0;540;41;;
14.01.2024;10:45:00;0;522;42;;
14.01.2024;11:00:00;0;517;43;;
14.01.2024;11:15:00;0;542;43;;
14.01.2024;11:30:00;0;558;71;;
14.01.2024;11:45:00;0;526;97;;
14.01.2024;12:00:00;0;524;103;;
14.01.2024;12:15:00;0;555;92;;
