Netzbetreiber:;;Energienetze Berlin GmbH;;;;;;
Lastgangtyp:;;Netzlast (Summe aller Entnahmen Kunden, Weiterverteiler, nachgelagerte Spannungsebene);;;;;;
gesetzliche Grundlage:;;§ 23c Abs. 3 Nr. 1 EnWG;;;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;;;
;;;;;;;;
Spannungsebene;;Umspannung HS/MS;Mittelspannung;Umspannung MS/NS;Niederspannung;;;
;;;;;;;;
Höchstlast;[kW];20.055;21.412;8.820;11.204;;;
Wirkarbeit;[kWh];34.605.722;101.510.339;38.079.068;46.405.837;;;
;;;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];Wert [kW];;;
01.01.2024;00:15:00;0;7.752;3.052;3.273;;;
01.01.2024;00:30:00;0;7.551;3.114;3.341;;;
01.01.2024;00:45:00;0;7.709;3.276;3.499;;;
01.01.2024;01:00:00;0;7.660;3.076;3.296;;;
01.01.2024;01:15:00;0;7.800;3.308;3.531;;;
01.01.2024;01:30:00;0;7.600;3.002;3.226;;;
01.01.2024;01:45:00;0;7.640;3.212;3.435;;;
01.01.2024;02:00:00;0;7.611;3.156;3.378;;;
01.01.2024;02:15:00;0;7.632;3.036;3.254;;;
01.01.2024;02:30:00;0;7.560;3.144;3.365;;;
01.01.2024;02:45:00;0;7.625;3.241;3.461;;;
01.01.2024;03:00:00;0;7.698;3.148;3.365;;;
01.01.2024;03:15:00;0;7.755;3.259;3.479;;;
01.01.2024;03:30:00;0;7.693;3.228;3.447;;;
01.01.2024;03:45:00;0;7.743;3.046;3.255;;;
01.01.2024;04:00:00;0;7.723;3.240;3.455;;;
01.01.2024;04:15:00;0;7.860;3.233;3.449;;;
01.01.2024;04:30:00;0;7.777;3.064;3.274;;;
01.01.2024;04:45:00;0;7.868;3.278;3.489;;;
01.01.2024;05:00:00;0;7.883;3.035;3.239;;;
01.01.2024;05:15:00;0;7.950;3.353;3.564;;;
01.01.2024;05:30:00;0;7.884;3.241;3.447;;;
01.01.2024;05:45:00;22,999;7.998;3.146;3.344;;;
01.01.2024;06:00:00;0;7.859;3.151;3.357;;;
01.01.2024;06:15:00;66,997;7.958;3.322;3.527;;;
01.01.2024;06:30:00;198,981;8.087;3.239;3.440;;;
01.01.2024;06:45:00;176,984;8.092;3.400;3.602;;;
01.01.2024;07:00:00;198,981;8.046;3.390;3.594;;;
01.01.2024;07:15:00;154,988;8.071;3.201;3.403;;;
01.01.2024;07:30:00;264,967;8.099;3.421;3.627;;;
01.01.2024;07:45:00;330,95;8.244;3.550;3.754;;;
01.01.2024;08:00:00;286,962;8.141;3.252;3.454;;;
01.01.2024;08:15:00;243;8.170;3.513;3.722;;;
01.01.2024;08:30:00;132,991;8.065;3.246;3.455;;;
01.01.2024;08:45:00;110,993;7.983;3.343;3.565;;;
01.01.2024;09:00:00;0;7.911;3.334;3.571;;;
01.01.2024;09:15:00;22,999;7.970;3.162;3.408;;;
01.01.2024;09:30:00;1;7.881;3.345;3.628;;;
01.01.2024;09:45:00;0;7.893;3.361;3.655;;;
01.01.2024;10:00:00;0;7.867;3.109;3.414;;;
01.01.2024;10:15:00;22,999;7.970;3.242;3.606;;;
01.01.2024;10:30:00;1;7.880;3.063;3.412;;;
01.01.2024;10:45:00;176,984;8.133;3.398;3.695;;;
01.01.2024;11:00:00;198,981;8.156;3.457;3.731;;;
01.01.2024;11:15:00;242,972;8.137;3.429;3.698;;;
01.01.2024;11:30:00;154,988;8.131;3.256;3.550;;;
01.01.2024;11:45:00;242,972;8.143;3.439;3.726;;;
01.01.2024;12:00:00;242,972;8.209;3.375;3.634;;;
01.01.2024;12:15:00;220,977;8.180;3.522;3.787;;;
01.01.2024;12:30:00;198,981;8.090;3.413;3.698;;;
01.01.2024;12:45:00;264,967;8.225;3.272;3.554;;;
01.01.2024;13:00:00;132,991;8.092;3.477;3.747;;;
01.01.2024;13:15:00;308,956;8.201;3.422;3.706;;;
01.01.2024;13:30:00;220,977;8.184;3.270;3.572;;;
01.01.2024;13:45:00;154,988;8.109;3.434;3.742;;;
01.01.2024;14:00:00;154,988;8.044;3.212;3.507;;;
01.01.2024;14:15:00;265;8.230;3.559;3.843;;;
01.01.2024;14:30:00;154,988;8.098;3.498;3.767;;;
01.01.2024;14:45:00;264,967;8.208;3.558;3.817;;;
01.01.2024;15:00:00;220,977;8.168;3.366;3.623;;;
01.01.2024;15:15:00;220,977;8.098;3.429;3.688;;;
01.01.2024;15:30:00;286,962;8.246;3.402;3.653;;;
01.01.2024;15:45:00;286,962;8.242;3.600;3.843;;;
01.01.2024;16:00:00;242,972;8.211;3.396;3.630;;;
01.01.2024;16:15:00;440,915;8.413;3.650;3.895;;;
01.01.2024;16:30:00;506,888;8.546;3.687;3.936;;;
01.01.2024;16:45:00;506,888;8.547;3.624;3.868;;;
01.01.2024;17:00:00;220,977;8.409;3.513;3.764;;;
01.01.2024;17:15:00;286,962;8.420;3.664;3.922;;;
01.01.2024;17:30:00;330,95;8.451;3.527;3.787;;;
01.01.2024;17:45:00;198,981;8.322;3.617;3.875;;;
01.01.2024;18:00:00;242,972;8.446;3.622;3.875;;;
01.01.2024;18:15:00;88,995;8.210;3.389;3.642;;;
01.01.2024;18:30:00;110,993;8.237;3.639;3.907;;;
01.01.2024;18:45:00;88,995;8.281;3.604;3.864;;;
01.01.2024;19:00:00;198,981;8.318;3.470;3.723;;;
01.01.2024;19:15:00;132,991;8.244;3.602;3.866;;;
01.01.2024;19:30:00;22,999;8.134;3.320;3.577;;;
01.01.2024;19:45:00;1;8.095;3.457;3.711;;;
01.01.2024;20:00:00;1;8.097;3.446;3.705;;;
01.01.2024;20:15:00;0;8.072;3.441;3.707;;;
01.01.2024;20:30:00;0;8.005;3.285;3.534;;;
01.01.2024;20:45:00;0;8.049;3.429;3.679;;;
01.01.2024;21:00:00;0;7.913;3.228;3.477;;;
01.01.2024;21:15:00;0;7.843;3.353;3.601;;;
01.01.2024;21:30:00;0;7.890;3.266;3.510;;;
01.01.2024;21:45:00;0;7.935;3.359;3.606;;;
01.01.2024;22:00:00;0;7.855;3.337;3.580;;;
01.01.2024;22:15:00;0;7.933;3.287;3.523;;;
01.01.2024;22:30:00;0;7.896;3.106;3.338;;;
01.01.2024;22:45:00;0;8.027;3.370;3.598;;;
01.01.2024;23:00:00;0;7.942;3.103;3.319;;;
01.01.2024;23:15:00;0;7.978;3.291;3.510;;;
01.01.2024;23:30:00;0;7.904;3.004;3.215;;;
01.01.2024;23:45:00;0;7.921;3.324;3.541;;;
02.01.2024;00:00:00;0;7.796;3.139;3.356;;;
02.01.2024;00:15:00;0;7.814;3.216;3.431;;;
02.01.2024;00:30:00;0;7.888;3.212;3.423;;;
02.01.2024;00:45:00;0;7.798;3.157;3.370;;;
02.01.2024;01:00:00;0;8.027;3.271;3.476;;;
02.01.2024;01:15:00;0;7.907;3.225;3.429;;;
02.01.2024;01:30:00;0;7.857;3.225;3.430;;;
02.01.2024;01:45:00;0;7.791;3.137;3.345;;;
02.01.2024;02:00:00;0;7.949;3.275;3.479;;;
02.01.2024;02:15:00;0;7.789;3.181;3.382;;;
02.01.2024;02:30:00;0;8.021;3.348;3.549;;;
02.01.2024;02:45:00;0;7.822;3.190;3.394;;;
02.01.2024;03:00:00;0;7.998;3.345;3.547;;;
02.01.2024;03:15:00;0;7.917;3.205;3.407;;;
02.01.2024;03:30:00;0;7.925;3.228;3.432;;;
02.01.2024;03:45:00;0;7.981;3.179;3.382;;;
02.01.2024;04:00:00;0;7.931;3.176;3.375;;;
02.01.2024;04:15:00;0;8.149;3.186;3.384;;;
02.01.2024;04:30:00;0;8.280;3.309;3.509;;;
02.01.2024;04:45:00;0;8.414;3.340;3.535;;;
02.01.2024;05:00:00;0;8.537;3.318;3.508;;;
02.01.2024;05:15:00;0;8.795;3.330;3.514;;;
02.01.2024;05:30:00;0;8.937;3.399;3.583;;;
02.01.2024;05:45:00;0;9.227;3.657;3.843;;;
02.01.2024;06:00:00;0;9.375;3.639;3.818;;;
02.01.2024;06:15:00;0;9.860;3.827;4.001;;;
02.01.2024;06:30:00;0;10.217;3.963;4.135;;;
02.01.2024;06:45:00;0;10.526;4.164;4.334;;;
02.01.2024;07:00:00;0;10.936;4.449;4.616;;;
02.01.2024;07:15:00;0;11.315;4.683;4.851;;;
02.01.2024;07:30:00;0;11.450;4.823;5.162;;;
02.01.2024;07:45:00;0;11.950;5.141;6.003;;;
02.01.2024;08:00:00;0;12.135;5.270;6.775;;;
02.01.2024;08:15:00;0;12.485;5.461;7.531;;;
02.01.2024;08:30:00;0;12.634;5.566;8.158;;;
02.01.2024;08:45:00;0;12.700;5.639;8.688;;;
02.01.2024;09:00:00;0;12.962;5.739;9.043;;;
02.01.2024;09:15:00;0;13.121;5.816;9.233;;;
02.01.2024;09:30:00;0;13.235;5.966;9.377;;;
02.01.2024;09:45:00;0;13.501;6.162;9.412;;;
02.01.2024;10:00:00;0;13.576;6.103;9.349;;;
02.01.2024;10:15:00;0;13.763;6.262;9.302;;;
02.01.2024;10:30:00;0;13.642;6.284;9.369;;;
02.01.2024;10:45:00;0;13.670;6.283;9.351;;;
02.01.2024;11:00:00;0;13.699;6.314;9.310;;;
02.01.2024;11:15:00;0;13.788;6.232;9.337;;;
02.01.2024;11:30:00;0;13.659;6.187;9.397;;;
02.01.2024;11:45:00;0;13.742;6.322;9.389;;;
02.01.2024;12:00:00;0;13.621;6.236;9.264;;;
02.01.2024;12:15:00;0;13.724;6.271;9.093;;;
02.01.2024;12:30:00;0;13.446;6.078;8.847;;;
02.01.2024;12:45:00;0;13.340;6.002;8.640;;;
02.01.2024;13:00:00;0;13.425;6.105;8.329;;;
02.01.2024;13:15:00;0;13.424;5.968;7.942;;;
02.01.2024;13:30:00;0;13.487;6.130;7.693;;;
02.01.2024;13:45:00;0;12.740;5.929;7.430;;;
02.01.2024;14:00:00;0;12.720;5.870;7.205;;;
02.01.2024;14:15:00;0;12.628;5.893;7.192;;;
02.01.2024;14:30:00;0;12.417;5.852;7.264;;;
02.01.2024;14:45:00;0;12.613;5.800;7.383;;;
02.01.2024;15:00:00;0;12.880;5.849;7.545;;;
02.01.2024;15:15:00;0;12.635;5.624;7.576;;;
02.01.2024;15:30:00;0;12.704;5.681;7.608;;;
02.01.2024;15:45:00;0;12.538;5.585;7.609;;;
02.01.2024;16:00:00;0;12.481;5.420;7.553;;;
02.01.2024;16:15:00;0;12.369;5.375;7.331;;;
02.01.2024;16:30:00;0;12.094;5.264;7.212;;;
02.01.2024;16:45:00;0;12.151;5.349;7.042;;;
02.01.2024;17:00:00;0;11.908;5.108;6.849;;;
02.01.2024;17:15:00;0;11.809;5.094;6.704;;;
02.01.2024;17:30:00;0;11.444;4.838;6.462;;;
02.01.2024;17:45:00;0;11.385;4.758;6.267;;;
02.01.2024;18:00:00;0;11.235;4.749;6.081;;;
02.01.2024;18:15:00;0;11.060;4.526;5.833;;;
02.01.2024;18:30:00;0;10.871;4.394;5.517;;;
02.01.2024;18:45:00;0;10.705;4.344;5.187;;;
02.01.2024;19:00:00;0;10.565;4.193;4.771;;;
02.01.2024;19:15:00;0;10.350;4.035;4.481;;;
02.01.2024;19:30:00;0;10.339;4.059;4.295;;;
02.01.2024;19:45:00;0;10.111;3.919;4.152;;;
02.01.2024;20:00:00;0;9.987;3.917;4.159;;;
02.01.2024;20:15:00;0;9.683;3.794;4.030;;;
02.01.2024;20:30:00;0;9.427;3.683;3.918;;;
02.01.2024;20:45:00;0;9.297;3.504;3.738;;;
02.01.2024;21:00:00;0;9.216;3.598;3.827;;;
02.01.2024;21:15:00;0;8.968;3.470;3.709;;;
02.01.2024;21:30:00;0;8.807;3.416;3.645;;;
02.01.2024;21:45:00;0;8.938;3.331;3.552;;;
02.01.2024;22:00:00;0;8.939;3.449;3.673;;;
02.01.2024;22:15:00;0;8.568;3.302;3.528;;;
02.01.2024;22:30:00;0;8.353;3.275;3.503;;;
02.01.2024;22:45:00;0;8.481;3.392;3.615;;;
02.01.2024;23:00:00;0;8.212;3.102;3.323;;;
02.01.2024;23:15:00;0;8.411;3.258;3.473;;;
02.01.2024;23:30:00;0;8.322;3.267;3.483;;;
02.01.2024;23:45:00;0;8.273;3.274;3.489;;;
03.01.2024;00:00:00;0;8.341;3.339;3.550;;;
03.01.2024;00:15:00;0;8.591;3.549;3.756;;;
03.01.2024;00:30:00;352,944;8.375;3.364;3.572;;;
03.01.2024;00:45:00;462,906;8.484;3.512;3.718;;;
03.01.2024;01:00:00;330,95;8.405;3.544;3.749;;;
03.01.2024;01:15:00;330,95;8.354;3.502;3.709;;;
03.01.2024;01:30:00;484,898;8.503;3.520;3.721;;;
03.01.2024;01:45:00;440,915;8.450;3.573;3.772;;;
03.01.2024;02:00:00;374,937;8.454;3.543;3.743;;;
03.01.2024;02:15:00;463;8.479;3.549;3.749;;;
03.01.2024;02:30:00;463;8.476;3.523;3.721;;;
03.01.2024;02:45:00;441;8.515;3.541;3.734;;;
03.01.2024;03:00:00;441;8.523;3.576;3.772;;;
03.01.2024;03:15:00;309;8.447;3.580;3.779;;;
03.01.2024;03:30:00;353;8.538;3.594;3.793;;;
03.01.2024;03:45:00;551;8.691;3.581;3.777;;;
03.01.2024;04:00:00;419;8.550;3.565;3.760;;;
03.01.2024;04:15:00;661;8.868;3.622;3.814;;;
03.01.2024;04:30:00;661;8.809;3.662;3.851;;;
03.01.2024;04:45:00;947;9.153;3.772;3.959;;;
03.01.2024;05:00:00;1.144;9.293;3.710;3.892;;;
03.01.2024;05:15:00;1276,326;9.470;3.867;4.050;;;
03.01.2024;05:30:00;1627,911;9.843;4.081;4.255;;;
03.01.2024;05:45:00;1737,761;9.922;3.919;4.092;;;
03.01.2024;06:00:00;1781,698;10.072;4.151;4.328;;;
03.01.2024;06:15:00;2396,657;10.765;4.323;4.489;;;
03.01.2024;06:30:00;2769,877;11.230;4.521;4.684;;;
03.01.2024;06:45:00;3121,041;11.537;4.929;5.093;;;
03.01.2024;07:00:00;3011,313;11.752;4.975;5.130;;;
03.01.2024;07:15:00;0;12.066;5.128;5.288;;;
03.01.2024;07:30:00;0;12.493;5.490;5.650;;;
03.01.2024;07:45:00;0;12.583;5.771;6.171;;;
03.01.2024;08:00:00;0;12.891;5.940;7.000;;;
03.01.2024;08:15:00;0;13.026;5.938;7.781;;;
03.01.2024;08:30:00;0;13.221;6.013;8.499;;;
03.01.2024;08:45:00;0;13.233;6.121;8.972;;;
03.01.2024;09:00:00;0;13.517;6.271;9.319;;;
03.01.2024;09:15:00;0;13.531;6.268;9.413;;;
03.01.2024;09:30:00;0;13.877;6.446;9.607;;;
03.01.2024;09:45:00;0;13.635;6.356;9.598;;;
03.01.2024;10:00:00;0;13.953;6.523;9.508;;;
03.01.2024;10:15:00;0;14.011;6.605;9.577;;;
03.01.2024;10:30:00;0;13.780;6.342;9.466;;;
03.01.2024;10:45:00;0;13.587;6.218;9.459;;;
03.01.2024;11:00:00;0;13.719;6.311;9.555;;;
03.01.2024;11:15:00;0;13.656;6.334;9.518;;;
03.01.2024;11:30:00;0;13.833;6.465;9.512;;;
03.01.2024;11:45:00;0;13.869;6.371;9.459;;;
03.01.2024;12:00:00;0;13.976;6.522;9.440;;;
03.01.2024;12:15:00;0;14.015;6.569;9.251;;;
03.01.2024;12:30:00;0;13.968;6.549;8.952;;;
03.01.2024;12:45:00;0;13.885;6.369;8.651;;;
03.01.2024;13:00:00;0;13.889;6.337;8.339;;;
03.01.2024;13:15:00;0;13.889;6.389;8.041;;;
03.01.2024;13:30:00;0;13.522;6.314;7.704;;;
03.01.2024;13:45:00;0;13.609;6.452;7.527;;;
03.01.2024;14:00:00;0;13.532;6.347;7.308;;;
03.01.2024;14:15:00;0;13.290;6.221;7.294;;;
03.01.2024;14:30:00;0;13.231;6.068;7.362;;;
03.01.2024;14:45:00;0;13.194;6.199;7.523;;;
03.01.2024;15:00:00;0;13.131;6.106;7.637;;;
03.01.2024;15:15:00;0;13.102;6.092;7.731;;;
03.01.2024;15:30:00;0;13.249;6.033;7.801;;;
03.01.2024;15:45:00;0;13.033;6.011;7.836;;;
03.01.2024;16:00:00;0;12.908;5.858;7.644;;;
03.01.2024;16:15:00;0;12.532;5.643;7.389;;;
03.01.2024;16:30:00;0;12.515;5.587;7.274;;;
03.01.2024;16:45:00;0;12.313;5.414;7.110;;;
03.01.2024;17:00:00;0;12.536;5.660;6.967;;;
03.01.2024;17:15:00;0;12.097;5.153;6.727;;;
03.01.2024;17:30:00;0;11.917;5.171;6.583;;;
03.01.2024;17:45:00;0;11.826;5.154;6.385;;;
03.01.2024;18:00:00;0;11.572;4.972;6.192;;;
03.01.2024;18:15:00;0;11.334;4.867;5.928;;;
03.01.2024;18:30:00;0;11.109;4.650;5.568;;;
03.01.2024;18:45:00;0;11.297;4.523;5.266;;;
03.01.2024;19:00:00;0;10.919;4.387;4.866;;;
03.01.2024;19:15:00;0;10.668;4.259;4.606;;;
03.01.2024;19:30:00;0;10.528;4.260;4.505;;;
03.01.2024;19:45:00;0;10.094;3.996;4.247;;;
03.01.2024;20:00:00;0;10.103;4.064;4.309;;;
03.01.2024;20:15:00;0;9.771;3.933;4.181;;;
03.01.2024;20:30:00;0;9.444;3.789;4.042;;;
03.01.2024;20:45:00;0;9.522;3.781;4.016;;;
03.01.2024;21:00:00;0;9.204;3.672;3.914;;;
03.01.2024;21:15:00;0;9.210;3.672;3.920;;;
03.01.2024;21:30:00;0;9.121;3.705;3.945;;;
03.01.2024;21:45:00;0;9.097;3.586;3.817;;;
03.01.2024;22:00:00;0;8.992;3.526;3.752;;;
03.01.2024;22:15:00;0;8.792;3.482;3.704;;;
03.01.2024;22:30:00;0;8.800;3.629;3.856;;;
03.01.2024;22:45:00;0;8.706;3.424;3.647;;;
03.01.2024;23:00:00;0;8.636;3.470;3.691;;;
03.01.2024;23:15:00;0;8.690;3.587;3.803;;;
03.01.2024;23:30:00;0;8.505;3.441;3.662;;;
03.01.2024;23:45:00;0;8.512;3.398;3.610;;;
04.01.2024;00:00:00;0;8.535;3.453;3.659;;;
04.01.2024;00:15:00;441;8.539;3.464;3.672;;;
04.01.2024;00:30:00;375;8.558;3.494;3.698;;;
04.01.2024;00:45:00;463;8.572;3.539;3.743;;;
04.01.2024;01:00:00;419;8.597;3.532;3.734;;;
04.01.2024;01:15:00;463;8.581;3.529;3.728;;;
04.01.2024;01:30:00;529;8.636;3.565;3.761;;;
04.01.2024;01:45:00;485;8.653;3.526;3.721;;;
04.01.2024;02:00:00;419;8.503;3.537;3.735;;;
04.01.2024;02:15:00;463;8.639;3.549;3.746;;;
04.01.2024;02:30:00;419;8.504;3.533;3.730;;;
04.01.2024;02:45:00;397;8.550;3.513;3.704;;;
04.01.2024;03:00:00;419;8.510;3.588;3.782;;;
04.01.2024;03:15:00;485;8.687;3.599;3.791;;;
04.01.2024;03:30:00;463;8.597;3.557;3.754;;;
04.01.2024;03:45:00;529;8.752;3.463;3.654;;;
04.01.2024;04:00:00;551;8.678;3.566;3.761;;;
04.01.2024;04:15:00;771;8.984;3.646;3.835;;;
04.01.2024;04:30:00;705;8.834;3.532;3.719;;;
04.01.2024;04:45:00;947;9.151;3.738;3.924;;;
04.01.2024;05:00:00;793;9.187;3.727;3.914;;;
04.01.2024;05:15:00;0;9.650;3.866;4.046;;;
04.01.2024;05:30:00;0;9.854;3.982;4.158;;;
04.01.2024;05:45:00;0;9.931;3.940;4.113;;;
04.01.2024;06:00:00;0;9.983;4.002;4.173;;;
04.01.2024;06:15:00;0;10.665;4.232;4.397;;;
04.01.2024;06:30:00;0;10.953;4.388;4.553;;;
04.01.2024;06:45:00;0;11.394;4.661;4.821;;;
04.01.2024;07:00:00;0;11.621;4.843;5.005;;;
04.01.2024;07:15:00;0;12.012;5.202;5.365;;;
04.01.2024;07:30:00;0;12.187;5.398;5.570;;;
04.01.2024;07:45:00;0;12.520;5.541;6.202;;;
04.01.2024;08:00:00;0;12.680;5.630;6.958;;;
04.01.2024;08:15:00;0;13.114;5.957;7.766;;;
04.01.2024;08:30:00;0;13.257;6.064;8.458;;;
04.01.2024;08:45:00;0;13.430;6.117;8.943;;;
04.01.2024;09:00:00;0;13.586;6.326;9.332;;;
04.01.2024;09:15:00;0;13.845;6.439;9.521;;;
04.01.2024;09:30:00;0;14.087;6.624;9.639;;;
04.01.2024;09:45:00;0;14.233;6.485;9.619;;;
04.01.2024;10:00:00;0;14.425;6.701;9.617;;;
04.01.2024;10:15:00;0;14.369;6.786;9.600;;;
04.01.2024;10:30:00;0;14.325;6.724;9.563;;;
04.01.2024;10:45:00;0;14.381;6.762;9.568;;;
04.01.2024;11:00:00;0;14.308;6.782;9.617;;;
04.01.2024;11:15:00;0;14.095;6.621;9.566;;;
04.01.2024;11:30:00;0;14.250;6.600;9.549;;;
04.01.2024;11:45:00;0;14.358;6.809;9.572;;;
04.01.2024;12:00:00;0;14.594;6.918;9.480;;;
04.01.2024;12:15:00;0;14.495;6.755;9.315;;;
04.01.2024;12:30:00;0;14.428;6.730;9.078;;;
04.01.2024;12:45:00;0;14.549;6.948;8.865;;;
04.01.2024;13:00:00;0;14.478;6.860;8.623;;;
04.01.2024;13:15:00;0;14.389;6.745;8.124;;;
04.01.2024;13:30:00;0;14.415;6.745;7.806;;;
04.01.2024;13:45:00;0;14.040;6.606;7.565;;;
04.01.2024;14:00:00;0;14.200;6.598;7.412;;;
04.01.2024;14:15:00;0;14.014;6.535;7.347;;;
04.01.2024;14:30:00;0;13.881;6.473;7.422;;;
04.01.2024;14:45:00;0;13.767;6.425;7.558;;;
04.01.2024;15:00:00;0;13.675;6.371;7.640;;;
04.01.2024;15:15:00;0;13.442;6.204;7.716;;;
04.01.2024;15:30:00;0;13.436;6.260;7.765;;;
04.01.2024;15:45:00;0;13.273;6.107;7.742;;;
04.01.2024;16:00:00;0;13.227;6.134;7.673;;;
04.01.2024;16:15:00;0;12.920;5.757;7.410;;;
04.01.2024;16:30:00;0;12.968;5.885;7.368;;;
04.01.2024;16:45:00;0;12.714;5.684;7.116;;;
04.01.2024;17:00:00;0;12.649;5.788;6.924;;;
04.01.2024;17:15:00;0;12.276;5.420;6.713;;;
04.01.2024;17:30:00;0;12.201;5.301;6.519;;;
04.01.2024;17:45:00;0;12.094;5.169;6.313;;;
04.01.2024;18:00:00;0;11.820;5.066;6.077;;;
04.01.2024;18:15:00;0;11.636;5.017;5.878;;;
04.01.2024;18:30:00;0;11.336;4.764;5.547;;;
04.01.2024;18:45:00;0;11.059;4.545;5.138;;;
04.01.2024;19:00:00;0;10.882;4.442;4.790;;;
04.01.2024;19:15:00;0;10.523;4.276;4.521;;;
04.01.2024;19:30:00;0;10.331;4.167;4.409;;;
04.01.2024;19:45:00;0;10.197;4.078;4.314;;;
04.01.2024;20:00:00;0;10.117;4.108;4.344;;;
04.01.2024;20:15:00;0;9.730;3.902;4.143;;;
04.01.2024;20:30:00;0;9.405;3.700;3.943;;;
04.01.2024;20:45:00;0;9.332;3.595;3.826;;;
04.01.2024;21:00:00;0;9.404;3.670;3.901;;;
04.01.2024;21:15:00;0;9.218;3.597;3.829;;;
04.01.2024;21:30:00;0;9.143;3.536;3.759;;;
04.01.2024;21:45:00;0;9.084;3.453;3.675;;;
04.01.2024;22:00:00;0;9.174;3.579;3.802;;;
04.01.2024;22:15:00;0;8.735;3.331;3.565;;;
04.01.2024;22:30:00;0;8.466;3.264;3.500;;;
04.01.2024;22:45:00;0;8.573;3.360;3.582;;;
04.01.2024;23:00:00;0;8.522;3.338;3.563;;;
04.01.2024;23:15:00;0;8.432;3.264;3.488;;;
04.01.2024;23:30:00;0;8.397;3.214;3.429;;;
04.01.2024;23:45:00;0;8.304;3.165;3.381;;;
05.01.2024;00:00:00;0;8.323;3.188;3.393;;;
05.01.2024;00:15:00;0;8.391;3.225;3.431;;;
05.01.2024;00:30:00;0;8.342;3.171;3.380;;;
05.01.2024;00:45:00;0;8.427;3.255;3.454;;;
05.01.2024;01:00:00;0;8.320;3.179;3.378;;;
05.01.2024;01:15:00;0;8.374;3.284;3.485;;;
05.01.2024;01:30:00;0;8.397;3.286;3.484;;;
05.01.2024;01:45:00;0;8.401;3.285;3.485;;;
05.01.2024;02:00:00;0;8.317;3.195;3.393;;;
05.01.2024;02:15:00;0;8.378;3.232;3.425;;;
05.01.2024;02:30:00;0;8.374;3.256;3.450;;;
05.01.2024;02:45:00;0;8.349;3.203;3.394;;;
05.01.2024;03:00:00;0;8.341;3.279;3.473;;;
05.01.2024;03:15:00;0;8.414;3.258;3.460;;;
05.01.2024;03:30:00;0;8.516;3.341;3.538;;;
05.01.2024;03:45:00;0;8.566;3.320;3.511;;;
05.01.2024;04:00:00;0;8.578;3.299;3.491;;;
05.01.2024;04:15:00;0;8.805;3.333;3.521;;;
05.01.2024;04:30:00;0;8.870;3.443;3.634;;;
05.01.2024;04:45:00;0;8.906;3.400;3.588;;;
05.01.2024;05:00:00;0;9.203;3.463;3.643;;;
05.01.2024;05:15:00;0;9.307;3.480;3.660;;;
05.01.2024;05:30:00;0;9.561;3.610;3.786;;;
05.01.2024;05:45:00;0;9.771;3.864;4.043;;;
05.01.2024;06:00:00;0;10.019;3.953;4.125;;;
05.01.2024;06:15:00;0;10.660;4.245;4.411;;;
05.01.2024;06:30:00;0;11.171;4.473;4.636;;;
05.01.2024;06:45:00;0;11.523;4.683;4.842;;;
05.01.2024;07:00:00;0;11.612;4.789;4.952;;;
05.01.2024;07:15:00;0;12.004;5.064;5.227;;;
05.01.2024;07:30:00;0;12.347;5.348;5.516;;;
05.01.2024;07:45:00;0;12.388;5.452;6.144;;;
05.01.2024;08:00:00;0;12.789;5.700;7.046;;;
05.01.2024;08:15:00;0;13.258;6.117;7.894;;;
05.01.2024;08:30:00;0;13.361;6.189;8.456;;;
05.01.2024;08:45:00;0;13.345;6.156;8.918;;;
05.01.2024;09:00:00;0;13.407;6.160;9.257;;;
05.01.2024;09:15:00;0;13.621;6.217;9.386;;;
05.01.2024;09:30:00;0;13.928;6.471;9.549;;;
05.01.2024;09:45:00;0;14.036;6.709;9.635;;;
05.01.2024;10:00:00;0;14.215;6.691;9.581;;;
05.01.2024;10:15:00;0;14.311;6.617;9.530;;;
05.01.2024;10:30:00;0;14.052;6.526;9.479;;;
05.01.2024;10:45:00;0;14.168;6.676;9.452;;;
05.01.2024;11:00:00;0;14.006;6.641;9.488;;;
05.01.2024;11:15:00;0;14.070;6.592;9.505;;;
05.01.2024;11:30:00;0;13.947;6.366;9.450;;;
05.01.2024;11:45:00;0;14.090;6.526;9.409;;;
05.01.2024;12:00:00;0;14.055;6.434;9.270;;;
05.01.2024;12:15:00;0;14.043;6.388;9.110;;;
05.01.2024;12:30:00;0;13.929;6.364;8.908;;;
05.01.2024;12:45:00;0;13.830;6.289;8.610;;;
05.01.2024;13:00:00;0;13.779;6.315;8.333;;;
05.01.2024;13:15:00;0;13.455;6.083;7.904;;;
05.01.2024;13:30:00;0;13.398;6.094;7.646;;;
05.01.2024;13:45:00;0;13.350;6.063;7.355;;;
05.01.2024;14:00:00;0;13.233;6.011;7.153;;;
05.01.2024;14:15:00;0;13.112;5.916;7.098;;;
05.01.2024;14:30:00;0;12.974;5.857;7.152;;;
05.01.2024;14:45:00;0;12.710;5.696;7.312;;;
05.01.2024;15:00:00;0;12.853;5.782;7.407;;;
05.01.2024;15:15:00;0;12.620;5.631;7.490;;;
05.01.2024;15:30:00;0;12.607;5.613;7.541;;;
05.01.2024;15:45:00;0;12.483;5.497;7.521;;;
05.01.2024;16:00:00;0;12.563;5.482;7.503;;;
05.01.2024;16:15:00;0;12.224;5.274;7.293;;;
05.01.2024;16:30:00;0;11.992;5.241;7.035;;;
