Netzbetreiber:;;Energienetze Berlin GmbH;;;;;;
Lastgangtyp:;;Netzlast (Summe aller Entnahmen Kunden, Weiterverteiler, nachgelagerte Spannungsebene);;;;;;
gesetzliche Grundlage:;;§ 23c Abs. 3 Nr. 1 EnWG;;;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;;;
;;;;;;;;
Spannungsebene;;Umspannung HS/MS;Mittelspannung;Umspannung MS/NS;Niederspannung;;;
;;;;;;;;
Höchstlast;[kW];20.055;21.412;8.820;11.204;;;
Wirkarbeit;[kWh];34.605.722;101.510.339;38.079.068;46.405.837;;;
;;;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];Wert [kW];;;
18.09.2024;05:45:00;5.467;10.170;4.320;4.294;;;
18.09.2024;06:00:00;5.730;10.225;4.196;4.368;;;
18.09.2024;06:15:00;6.386;10.926;4.442;4.605;;;
18.09.2024;06:30:00;6670,99;11.345;4.757;4.920;;;
18.09.2024;06:45:00;6955,422;11.534;4.873;5.040;;;
18.09.2024;07:00:00;6955,422;11.919;4.945;5.024;;;
18.09.2024;07:15:00;3888,866;12.364;5.418;5.530;;;
18.09.2024;07:30:00;3866,935;12.512;5.608;5.799;;;
18.09.2024;07:45:00;4130,084;12.814;5.639;6.377;;;
18.09.2024;08:00:00;4349,333;13.062;5.968;7.169;;;
18.09.2024;08:15:00;4656,217;13.428;6.070;7.913;;;
18.09.2024;08:30:00;4809,63;13.546;5.990;8.504;;;
18.09.2024;08:45:00;4941,112;13.705;6.317;9.030;;;
18.09.2024;09:00:00;5160,217;13.945;6.436;9.403;;;
18.09.2024;09:15:00;5335,474;14.045;6.389;9.592;;;
18.09.2024;09:30:00;5423,093;14.195;6.615;9.704;;;
18.09.2024;09:45:00;5423,093;14.343;6.710;9.679;;;
18.09.2024;10:00:00;5839,198;14.322;6.545;9.718;;;
18.09.2024;10:15:00;10.691;14.077;6.507;9.674;;;
18.09.2024;10:30:00;11.301;14.091;6.575;9.718;;;
18.09.2024;10:45:00;11.127;13.985;6.283;9.649;;;
18.09.2024;11:00:00;11.258;14.259;6.544;9.708;;;
18.09.2024;11:15:00;11.236;14.202;6.664;9.835;;;
18.09.2024;11:30:00;11.345;14.297;6.363;9.818;;;
18.09.2024;11:45:00;11.279;14.110;6.267;9.709;;;
18.09.2024;12:00:00;11.214;14.002;6.278;9.683;;;
18.09.2024;12:15:00;12.456;15.169;6.211;9.495;;;
18.09.2024;12:30:00;13.000;15.676;6.025;9.233;;;
18.09.2024;12:45:00;12.935;15.768;6.260;8.987;;;
18.09.2024;13:00:00;13.000;15.920;6.137;8.759;;;
18.09.2024;13:15:00;13.000;15.938;6.281;8.368;;;
18.09.2024;13:30:00;12.826;15.661;6.215;8.040;;;
18.09.2024;13:45:00;12.848;15.466;6.047;7.845;;;
18.09.2024;14:00:00;12.870;15.515;5.888;7.685;;;
18.09.2024;14:15:00;12.652;15.317;6.045;7.664;;;
18.09.2024;14:30:00;12.630;15.342;6.185;7.654;;;
18.09.2024;14:45:00;12.717;15.456;6.040;7.794;;;
18.09.2024;15:00:00;12.456;15.172;6.016;7.864;;;
18.09.2024;15:15:00;12.369;15.049;5.974;8.000;;;
18.09.2024;15:30:00;12.304;14.793;5.570;7.998;;;
18.09.2024;15:45:00;12.391;14.865;5.745;8.008;;;
18.09.2024;16:00:00;12.238;14.797;5.701;7.918;;;
18.09.2024;16:15:00;12.129;14.818;5.762;7.811;;;
18.09.2024;16:30:00;12.195;14.887;5.908;7.747;;;
18.09.2024;16:45:00;12.129;14.830;5.755;7.403;;;
18.09.2024;17:00:00;11.955;14.573;5.413;7.174;;;
18.09.2024;17:15:00;11.846;14.300;5.429;7.026;;;
18.09.2024;17:30:00;11.803;14.246;5.361;6.835;;;
18.09.2024;17:45:00;11.803;14.287;5.439;6.707;;;
18.09.2024;18:00:00;11.803;14.453;5.447;6.484;;;
18.09.2024;18:15:00;11497,436;14.176;5.516;6.147;;;
18.09.2024;18:30:00;11301,253;13.984;5.312;5.888;;;
18.09.2024;18:45:00;11017,823;13.626;5.245;5.598;;;
18.09.2024;19:00:00;10647,084;13.133;4.944;5.128;;;
18.09.2024;19:15:00;10450,765;12.906;4.781;4.967;;;
18.09.2024;19:30:00;10145,319;12.607;4.591;4.775;;;
18.09.2024;19:45:00;10101,677;12.544;4.816;5.006;;;
18.09.2024;20:00:00;10145,319;12.792;4.896;4.940;;;
18.09.2024;20:15:00;9446,87;12.139;4.661;4.622;;;
18.09.2024;20:30:00;9228,523;11.928;4.734;4.710;;;
18.09.2024;20:45:00;8922,773;11.434;4.462;4.618;;;
18.09.2024;21:00:00;9010,138;11.473;4.133;4.319;;;
18.09.2024;21:15:00;8726,179;11.187;4.249;4.449;;;
18.09.2024;21:30:00;8595,099;11.046;4.203;4.408;;;
18.09.2024;21:45:00;8442,154;10.938;4.199;4.365;;;
18.09.2024;22:00:00;8551,402;11.146;4.074;4.079;;;
18.09.2024;22:15:00;8485,855;11.113;4.264;4.229;;;
18.09.2024;22:30:00;8267,338;10.905;4.032;3.990;;;
18.09.2024;22:45:00;8201,775;10.679;4.035;4.149;;;
18.09.2024;23:00:00;7895,77;10.285;3.820;4.009;;;
18.09.2024;23:15:00;7873,909;10.239;3.850;4.034;;;
18.09.2024;23:30:00;7852,049;10.196;3.669;3.846;;;
18.09.2024;23:45:00;7677,148;10.150;3.945;4.015;;;
19.09.2024;00:00:00;7589,689;10.181;4.045;3.999;;;
19.09.2024;00:15:00;6.518;9.108;3.841;3.818;;;
19.09.2024;00:30:00;6.496;9.058;3.955;3.938;;;
19.09.2024;00:45:00;6.430;8.995;4.019;3.997;;;
19.09.2024;01:00:00;6.255;8.608;3.706;3.892;;;
19.09.2024;01:15:00;6.386;8.723;3.566;3.762;;;
19.09.2024;01:30:00;6.496;8.822;3.823;4.021;;;
19.09.2024;01:45:00;6.321;8.759;3.656;3.735;;;
19.09.2024;02:00:00;6.365;8.916;4.012;3.981;;;
19.09.2024;02:15:00;6.343;8.896;3.964;3.932;;;
19.09.2024;02:30:00;6.255;8.806;3.933;3.903;;;
19.09.2024;02:45:00;6.233;8.614;3.712;3.833;;;
19.09.2024;03:00:00;6.365;8.692;3.574;3.763;;;
19.09.2024;03:15:00;6.408;8.779;3.863;4.056;;;
19.09.2024;03:30:00;6.474;8.882;3.698;3.864;;;
19.09.2024;03:45:00;6.430;9.029;4.003;3.991;;;
19.09.2024;04:00:00;6.321;8.940;3.956;3.920;;;
19.09.2024;04:15:00;6.430;9.050;3.805;3.765;;;
19.09.2024;04:30:00;6430,266;8.858;3.783;3.938;;;
19.09.2024;04:45:00;6824,154;9.244;3.874;4.059;;;
19.09.2024;05:00:00;6802,275;9.261;3.897;4.075;;;
19.09.2024;05:15:00;7130,425;9.795;4.117;4.086;;;
19.09.2024;05:30:00;7305,403;9.955;4.377;4.330;;;
19.09.2024;05:45:00;7524,09;10.190;4.384;4.333;;;
19.09.2024;06:00:00;7589,689;10.357;4.356;4.354;;;
19.09.2024;06:15:00;6452,152;10.896;4.597;4.762;;;
19.09.2024;06:30:00;6911,668;11.514;4.878;5.042;;;
19.09.2024;06:45:00;7042,927;11.644;5.092;5.261;;;
19.09.2024;07:00:00;7196,045;12.155;5.197;5.369;;;
19.09.2024;07:15:00;4064,302;12.606;5.644;5.755;;;
19.09.2024;07:30:00;3932,727;12.721;5.610;5.684;;;
19.09.2024;07:45:00;4086,23;12.881;5.844;6.473;;;
19.09.2024;08:00:00;4393,178;13.139;6.019;7.278;;;
19.09.2024;08:15:00;4415,1;13.193;6.058;7.958;;;
19.09.2024;08:30:00;4590,462;13.344;6.235;8.640;;;
19.09.2024;08:45:00;4897,286;13.715;6.230;9.192;;;
19.09.2024;09:00:00;4984,936;13.726;6.504;9.515;;;
19.09.2024;09:15:00;6298,942;15.006;6.466;9.748;;;
19.09.2024;09:30:00;6846,033;15.634;6.876;9.952;;;
19.09.2024;09:45:00;7042,927;15.947;6.914;9.946;;;
19.09.2024;10:00:00;7720,876;15.854;6.759;9.743;;;
19.09.2024;10:15:00;12.979;15.830;6.747;9.787;;;
19.09.2024;10:30:00;13.066;15.998;6.844;9.796;;;
19.09.2024;10:45:00;12.217;15.288;6.343;9.707;;;
19.09.2024;11:00:00;12.304;15.360;6.488;9.780;;;
19.09.2024;11:15:00;12.173;14.926;6.136;9.889;;;
19.09.2024;11:30:00;12.108;14.809;6.151;9.783;;;
19.09.2024;11:45:00;12.238;14.984;6.063;9.685;;;
19.09.2024;12:00:00;12.238;15.028;6.114;9.618;;;
19.09.2024;12:15:00;12.260;15.140;6.285;9.469;;;
19.09.2024;12:30:00;12.630;15.552;6.405;9.383;;;
19.09.2024;12:45:00;12.478;15.383;6.554;9.127;;;
19.09.2024;13:00:00;12.674;15.445;6.168;8.746;;;
19.09.2024;13:15:00;12.434;15.077;6.114;8.392;;;
19.09.2024;13:30:00;12.238;14.874;6.187;8.173;;;
19.09.2024;13:45:00;12.434;15.146;6.231;7.921;;;
19.09.2024;14:00:00;12.325;15.126;6.324;7.710;;;
19.09.2024;14:15:00;12.325;15.119;6.323;7.686;;;
19.09.2024;14:30:00;12.456;15.228;6.151;7.709;;;
19.09.2024;14:45:00;12.282;14.945;6.179;7.813;;;
19.09.2024;15:00:00;12.238;14.748;5.849;7.906;;;
19.09.2024;15:15:00;11.977;14.489;5.872;7.969;;;
19.09.2024;15:30:00;12.108;14.771;6.241;8.045;;;
19.09.2024;15:45:00;12.173;14.903;6.231;7.998;;;
19.09.2024;16:00:00;12.108;14.815;6.240;7.894;;;
19.09.2024;16:15:00;11.911;14.611;5.962;7.752;;;
19.09.2024;16:30:00;11.781;14.307;5.929;7.639;;;
19.09.2024;16:45:00;11.694;14.172;5.572;7.385;;;
19.09.2024;17:00:00;11.345;13.838;5.569;7.151;;;
19.09.2024;17:15:00;9992,567;12.514;5.538;6.962;;;
19.09.2024;17:30:00;9687,006;12.259;5.389;6.687;;;
19.09.2024;17:45:00;9774,317;12.419;5.473;6.506;;;
19.09.2024;18:00:00;9446,87;12.272;5.352;6.303;;;
19.09.2024;18:15:00;7217,917;11.833;5.375;6.009;;;
19.09.2024;18:30:00;7152,299;11.896;5.381;5.743;;;
19.09.2024;18:45:00;6977,299;11.554;5.110;5.516;;;
19.09.2024;19:00:00;6758,515;11.257;4.978;5.206;;;
19.09.2024;19:15:00;6780,395;11.276;4.720;4.924;;;
19.09.2024;19:30:00;6452,152;11.012;4.924;5.121;;;
19.09.2024;19:45:00;6495,923;11.196;4.795;4.853;;;
19.09.2024;20:00:00;6123,822;10.861;4.951;4.957;;;
19.09.2024;20:15:00;5839,198;10.577;4.712;4.713;;;
19.09.2024;20:30:00;5379,284;10.023;4.405;4.480;;;
19.09.2024;20:45:00;5357,379;9.846;4.271;4.516;;;
19.09.2024;21:00:00;5532,608;9.798;4.030;4.274;;;
19.09.2024;21:15:00;8092,496;10.539;4.146;4.372;;;
19.09.2024;21:30:00;8179,92;10.590;4.112;4.334;;;
19.09.2024;21:45:00;8070,639;10.626;3.985;4.051;;;
19.09.2024;22:00:00;8005,066;10.634;4.200;4.183;;;
19.09.2024;22:15:00;7764,602;10.376;3.869;3.849;;;
19.09.2024;22:30:00;7589,689;10.140;4.005;4.040;;;
19.09.2024;22:45:00;7436,62;9.812;3.775;3.979;;;
19.09.2024;23:00:00;7502,223;9.868;3.817;4.022;;;
19.09.2024;23:15:00;7436,62;9.801;3.738;3.938;;;
19.09.2024;23:30:00;7261,661;9.636;3.575;3.763;;;
19.09.2024;23:45:00;7327,273;9.744;3.771;3.894;;;
20.09.2024;00:00:00;7742,739;9.919;3.677;3.680;;;
20.09.2024;00:15:00;9228,523;9.812;3.863;3.824;;;
20.09.2024;00:30:00;9163,011;9.723;3.745;3.701;;;
20.09.2024;00:45:00;9163,011;9.613;3.729;3.804;;;
20.09.2024;01:00:00;9294,031;9.609;3.677;3.859;;;
20.09.2024;01:15:00;9359,536;9.679;3.534;3.708;;;
20.09.2024;01:30:00;9272,195;9.622;3.666;3.807;;;
20.09.2024;01:45:00;9228,523;9.702;3.690;3.708;;;
20.09.2024;02:00:00;9294,031;9.825;3.857;3.804;;;
20.09.2024;02:15:00;9163,011;9.704;3.749;3.696;;;
20.09.2024;02:30:00;9184,849;9.720;3.858;3.807;;;
20.09.2024;02:45:00;9184,849;9.605;3.632;3.684;;;
20.09.2024;03:00:00;9206,686;9.517;3.656;3.828;;;
20.09.2024;03:15:00;9.010;9.374;3.413;3.582;;;
20.09.2024;03:30:00;9.097;9.587;3.726;3.787;;;
20.09.2024;03:45:00;9.119;9.725;3.844;3.789;;;
20.09.2024;04:00:00;9250,359;9.865;3.828;3.768;;;
20.09.2024;04:15:00;9490,534;10.095;3.851;3.785;;;
20.09.2024;04:30:00;9403,203;9.943;3.606;3.611;;;
20.09.2024;04:45:00;9534,197;9.927;3.706;3.870;;;
20.09.2024;05:00:00;9796,144;10.179;3.632;3.790;;;
20.09.2024;05:15:00;9948,92;10.387;3.965;4.126;;;
20.09.2024;05:30:00;10123,498;10.567;4.006;4.127;;;
20.09.2024;05:45:00;10385,319;11.059;4.261;4.183;;;
20.09.2024;06:00:00;10407,135;11.276;4.247;4.165;;;
20.09.2024;06:15:00;7392,882;11.878;4.586;4.498;;;
20.09.2024;06:30:00;7567,823;12.175;4.627;4.712;;;
20.09.2024;06:45:00;7983,208;12.585;4.666;4.795;;;
20.09.2024;07:00:00;7917,63;12.839;4.987;5.124;;;
20.09.2024;07:15:00;4634,299;13.119;4.892;5.043;;;
20.09.2024;07:30:00;4634,299;13.361;5.267;5.434;;;
20.09.2024;07:45:00;4897,286;13.630;5.387;6.166;;;
20.09.2024;08:00:00;5160,217;13.909;5.544;6.991;;;
20.09.2024;08:15:00;5247,849;13.954;5.547;7.789;;;
20.09.2024;08:30:00;5335,474;13.973;5.730;8.377;;;
20.09.2024;08:45:00;5401,189;14.147;5.818;8.809;;;
20.09.2024;09:00:00;5861,095;14.259;5.634;9.220;;;
20.09.2024;09:15:00;9294,031;14.125;5.865;9.448;;;
20.09.2024;09:30:00;9468,702;14.148;5.829;9.490;;;
20.09.2024;09:45:00;10014,39;14.782;5.797;9.540;;;
20.09.2024;10:00:00;10363,503;14.747;5.841;9.435;;;
20.09.2024;10:15:00;13718,647;14.513;5.670;9.382;;;
20.09.2024;10:30:00;13653,375;14.373;5.576;9.433;;;
20.09.2024;10:45:00;13609,858;14.435;5.861;9.457;;;
20.09.2024;11:00:00;13653,375;14.465;5.740;9.505;;;
20.09.2024;11:15:00;13414,014;14.190;5.327;9.400;;;
20.09.2024;11:30:00;13696,89;14.591;5.547;9.435;;;
20.09.2024;11:45:00;14392,923;15.331;5.715;9.432;;;
20.09.2024;12:00:00;15045,094;15.932;5.668;9.248;;;
20.09.2024;12:15:00;15132,024;16.044;5.566;9.194;;;
20.09.2024;12:30:00;14871,216;15.687;5.578;8.946;;;
20.09.2024;12:45:00;14762,529;15.430;5.395;8.648;;;
20.09.2024;13:00:00;15001,627;15.663;5.123;8.294;;;
20.09.2024;13:15:00;15349,321;15.922;5.180;7.882;;;
20.09.2024;13:30:00;15066,827;15.763;5.416;7.654;;;
20.09.2024;13:45:00;15023,361;15.958;5.291;7.422;;;
20.09.2024;14:00:00;14740,791;15.655;5.445;7.273;;;
20.09.2024;14:15:00;14305,941;15.077;5.126;7.082;;;
20.09.2024;14:30:00;14436,412;15.036;4.920;7.252;;;
20.09.2024;14:45:00;14523,385;15.016;5.100;7.446;;;
20.09.2024;15:00:00;14458,156;14.932;5.018;7.589;;;
20.09.2024;15:15:00;14088,458;14.625;4.761;7.564;;;
20.09.2024;15:30:00;14284,194;14.923;4.987;7.601;;;
20.09.2024;15:45:00;14088,458;14.748;5.050;7.602;;;
20.09.2024;16:00:00;14088,458;14.755;4.868;7.606;;;
20.09.2024;16:15:00;15001,627;15.534;4.878;7.473;;;
20.09.2024;16:30:00;13849,181;14.274;4.706;7.201;;;
20.09.2024;16:45:00;13718,647;14.160;4.534;7.065;;;
20.09.2024;17:00:00;13979,701;14.485;4.748;6.844;;;
20.09.2024;17:15:00;12717,423;13.375;4.823;6.625;;;
20.09.2024;17:30:00;11998,649;12.663;4.641;6.407;;;
20.09.2024;17:45:00;12042,223;12.717;4.821;6.190;;;
20.09.2024;18:00:00;11693,587;12.472;4.684;5.982;;;
20.09.2024;18:15:00;7939,49;12.126;4.449;5.797;;;
20.09.2024;18:30:00;7786,464;12.240;4.705;5.533;;;
20.09.2024;18:45:00;7567,823;12.027;4.586;5.220;;;
20.09.2024;19:00:00;7545,957;12.096;4.650;4.905;;;
20.09.2024;19:15:00;7436,62;12.088;4.479;4.611;;;
20.09.2024;19:30:00;7283,532;11.962;4.607;4.575;;;
20.09.2024;19:45:00;7064,802;11.710;4.553;4.538;;;
20.09.2024;20:00:00;6824,154;11.249;4.059;4.253;;;
20.09.2024;20:15:00;6692,872;11.081;4.061;4.262;;;
20.09.2024;20:30:00;6167,604;10.551;3.906;4.111;;;
20.09.2024;20:45:00;5948,677;10.354;3.750;3.934;;;
20.09.2024;21:00:00;6539,692;10.667;4.111;4.173;;;
20.09.2024;21:15:00;9708,834;10.333;3.985;3.965;;;
20.09.2024;21:30:00;9577,859;10.151;3.747;3.724;;;
20.09.2024;21:45:00;9599,689;10.077;3.743;3.798;;;
20.09.2024;22:00:00;9577,859;9.908;3.653;3.864;;;
20.09.2024;22:15:00;9359,536;9.678;3.414;3.620;;;
20.09.2024;22:30:00;9184,849;9.501;3.508;3.719;;;
20.09.2024;22:45:00;8835,401;9.284;3.583;3.670;;;
20.09.2024;23:00:00;8922,773;9.452;3.679;3.658;;;
20.09.2024;23:15:00;9010,138;9.529;3.503;3.464;;;
20.09.2024;23:30:00;8900,93;9.326;3.626;3.693;;;
20.09.2024;23:45:00;8900,93;9.165;3.349;3.551;;;
21.09.2024;00:00:00;8791,713;9.052;3.162;3.356;;;
21.09.2024;00:15:00;8813,558;9.093;3.394;3.588;;;
21.09.2024;00:30:00;8748,024;9.132;3.435;3.516;;;
21.09.2024;00:45:00;8835,401;9.324;3.390;3.347;;;
21.09.2024;01:00:00;8791,713;9.285;3.574;3.536;;;
21.09.2024;01:15:00;8813,558;9.262;3.535;3.518;;;
21.09.2024;01:30:00;8769,869;9.017;3.114;3.293;;;
21.09.2024;01:45:00;8769,869;8.998;3.251;3.433;;;
21.09.2024;02:00:00;8660,64;8.922;3.298;3.464;;;
21.09.2024;02:15:00;8857,245;9.256;3.267;3.261;;;
21.09.2024;02:30:00;8704,333;9.164;3.544;3.500;;;
21.09.2024;02:45:00;8660,64;9.118;3.459;3.411;;;
21.09.2024;03:00:00;8660,64;9.009;3.400;3.446;;;
21.09.2024;03:15:00;8726,179;8.950;3.113;3.287;;;
21.09.2024;03:30:00;8748,024;8.967;3.279;3.457;;;
21.09.2024;03:45:00;8769,869;8.996;3.246;3.422;;;
21.09.2024;04:00:00;8638,794;8.921;3.118;3.234;;;
21.09.2024;04:15:00;8857,245;9.179;3.399;3.465;;;
21.09.2024;04:30:00;8791,713;9.138;3.353;3.421;;;
21.09.2024;04:45:00;8835,401;9.232;3.238;3.239;;;
21.09.2024;05:00:00;8988,297;9.448;3.537;3.483;;;
21.09.2024;05:15:00;8966,456;9.436;3.590;3.535;;;
21.09.2024;05:30:00;8988,297;9.461;3.342;3.283;;;
21.09.2024;05:45:00;9141,173;9.404;3.300;3.453;;;
21.09.2024;06:00:00;8966,456;9.215;3.348;3.520;;;
21.09.2024;06:15:00;9817,97;10.064;3.181;3.329;;;
21.09.2024;06:30:00;10407,135;10.628;3.354;3.493;;;
21.09.2024;06:45:00;10734,327;10.982;3.367;3.497;;;
21.09.2024;07:00:00;10756,136;11.000;3.087;3.198;;;
21.09.2024;07:15:00;10647,084;10.981;3.415;3.453;;;
21.09.2024;07:30:00;10625,272;10.950;3.379;3.462;;;
21.09.2024;07:45:00;10668,895;10.918;3.316;3.672;;;
21.09.2024;08:00:00;10843,371;11.148;3.272;3.963;;;
21.09.2024;08:15:00;10690,706;10.990;3.319;4.162;;;
21.09.2024;08:30:00;10799,755;11.183;3.407;4.367;;;
21.09.2024;08:45:00;10734,327;11.092;3.192;4.493;;;
21.09.2024;09:00:00;10756,136;11.141;3.336;4.642;;;
21.09.2024;09:15:00;10799,755;11.217;3.464;4.867;;;
21.09.2024;09:30:00;10690,706;11.091;3.163;4.905;;;
21.09.2024;09:45:00;10625,272;10.951;3.158;4.906;;;
21.09.2024;10:00:00;10712,517;11.071;3.160;4.946;;;
21.09.2024;10:15:00;10908,793;11.268;3.210;5.066;;;
21.09.2024;10:30:00;10799,755;11.249;2.981;5.104;;;
21.09.2024;10:45:00;10843,371;11.351;3.288;5.149;;;
21.09.2024;11:00:00;10777,946;11.205;2.957;5.150;;;
21.09.2024;11:15:00;10777,946;11.178;3.129;5.196;;;
21.09.2024;11:30:00;10821,563;11.238;3.066;5.228;;;
21.09.2024;11:45:00;10908,793;11.355;3.078;5.198;;;
21.09.2024;12:00:00;10756,136;11.302;3.162;5.133;;;
21.09.2024;12:15:00;10930,6;11.475;3.066;5.152;;;
21.09.2024;12:30:00;10952,406;11.494;3.276;5.185;;;
21.09.2024;12:45:00;10865,179;11.412;2.972;5.050;;;
21.09.2024;13:00:00;10974,212;11.467;3.079;4.922;;;
21.09.2024;13:15:00;10930,6;11.469;3.219;4.929;;;
21.09.2024;13:30:00;11235,852;11.882;3.341;4.788;;;
21.09.2024;13:45:00;11126,842;11.764;3.115;4.611;;;
21.09.2024;14:00:00;11170,447;11.804;3.381;4.488;;;
21.09.2024;14:15:00;11192,249;11.594;3.194;4.301;;;
21.09.2024;14:30:00;10908,793;11.304;3.018;4.129;;;
21.09.2024;14:45:00;11083,235;11.475;3.209;4.007;;;
21.09.2024;15:00:00;11192,249;11.627;3.226;3.933;;;
21.09.2024;15:15:00;11257,652;11.819;3.261;3.800;;;
21.09.2024;15:30:00;11475,639;12.042;3.503;3.964;;;
21.09.2024;15:45:00;11301,253;11.855;3.631;4.060;;;
21.09.2024;16:00:00;11235,852;11.759;3.456;3.849;;;
21.09.2024;16:15:00;10058,034;10.385;3.481;4.066;;;
21.09.2024;16:30:00;9687,006;10.016;3.529;4.075;;;
21.09.2024;16:45:00;9861,622;10.188;3.432;3.925;;;
21.09.2024;17:00:00;9883,447;10.190;3.692;4.143;;;
21.09.2024;17:15:00;9031,978;9.544;3.879;4.113;;;
21.09.2024;17:30:00;8376,601;8.933;3.969;4.130;;;
21.09.2024;17:45:00;8551,402;9.104;3.959;4.064;;;
21.09.2024;18:00:00;8529,553;8.969;3.989;4.183;;;
21.09.2024;18:15:00;8398,453;8.740;3.948;4.233;;;
21.09.2024;18:30:00;8529,553;8.832;3.724;3.989;;;
21.09.2024;18:45:00;8376,601;8.710;3.884;4.147;;;
21.09.2024;19:00:00;8332,897;8.855;4.026;4.095;;;
21.09.2024;19:15:00;8267,338;8.804;4.099;4.129;;;
21.09.2024;19:30:00;8398,453;8.954;3.989;4.025;;;
21.09.2024;19:45:00;8354,749;8.702;3.940;4.202;;;
21.09.2024;20:00:00;7983,208;8.315;3.716;3.982;;;
21.09.2024;20:15:00;7961,349;8.288;3.800;4.072;;;
21.09.2024;20:30:00;7983,208;8.368;3.788;4.020;;;
21.09.2024;20:45:00;7917,63;8.353;3.831;3.984;;;
21.09.2024;21:00:00;7830,187;8.370;3.753;3.801;;;
21.09.2024;21:15:00;7720,876;8.282;3.891;3.920;;;
21.09.2024;21:30:00;7764,602;8.317;3.857;3.888;;;
21.09.2024;21:45:00;7786,464;8.299;3.687;3.745;;;
21.09.2024;22:00:00;7873,909;8.235;3.664;3.872;;;
21.09.2024;22:15:00;7611,554;8.083;3.778;3.886;;;
21.09.2024;22:30:00;7524,09;7.844;3.367;3.600;;;
21.09.2024;22:45:00;7392,882;7.705;3.534;3.780;;;
21.09.2024;23:00:00;7414,751;7.723;3.491;3.731;;;
21.09.2024;23:15:00;7545,957;7.912;3.393;3.542;;;
21.09.2024;23:30:00;7414,751;7.922;3.699;3.713;;;
21.09.2024;23:45:00;7261,661;7.759;3.648;3.659;;;
22.09.2024;00:00:00;7261,661;7.762;3.420;3.417;;;
22.09.2024;00:15:00;8311,044;8.768;3.595;3.593;;;
22.09.2024;00:30:00;8748,024;8.994;3.281;3.469;;;
22.09.2024;00:45:00;8944,614;9.180;3.355;3.542;;;
22.09.2024;01:00:00;8748,024;8.985;3.212;3.399;;;
22.09.2024;01:15:00;8704,333;8.930;3.284;3.475;;;
22.09.2024;01:30:00;8660,64;8.963;3.112;3.235;;;
22.09.2024;01:45:00;8595,099;9.010;3.416;3.415;;;
22.09.2024;02:00:00;8704,333;9.162;3.569;3.532;;;
22.09.2024;02:15:00;8682,487;9.129;3.543;3.505;;;
22.09.2024;02:30:00;8638,794;9.091;3.275;3.229;;;
22.09.2024;02:45:00;8638,794;8.978;3.336;3.402;;;
22.09.2024;03:00:00;8704,333;8.937;3.286;3.470;;;
22.09.2024;03:15:00;8551,402;8.772;3.097;3.279;;;
22.09.2024;03:30:00;8660,64;8.867;3.269;3.451;;;
22.09.2024;03:45:00;8551,402;8.809;3.270;3.430;;;
22.09.2024;04:00:00;8551,402;8.904;3.186;3.257;;;
22.09.2024;04:15:00;8660,64;9.094;3.522;3.499;;;
22.09.2024;04:30:00;8682,487;9.144;3.497;3.452;;;
22.09.2024;04:45:00;8660,64;9.098;3.291;3.255;;;
22.09.2024;05:00:00;8682,487;8.922;3.330;3.509;;;
22.09.2024;05:15:00;8638,794;8.864;3.268;3.451;;;
22.09.2024;05:30:00;8551,402;8.791;3.080;3.259;;;
22.09.2024;05:45:00;8573,251;8.811;3.246;3.421;;;
22.09.2024;06:00:00;8704,333;9.085;3.417;3.461;;;
22.09.2024;06:15:00;9643,348;10.101;3.396;3.327;;;
22.09.2024;06:30:00;10276,234;10.717;3.553;3.472;;;
22.09.2024;06:45:00;10428,95;10.768;3.428;3.463;;;
22.09.2024;07:00:00;9927,096;10.540;3.097;3.240;;;
22.09.2024;07:15:00;8354,749;10.729;3.477;3.450;;;
22.09.2024;07:30:00;8245,484;10.456;3.238;3.414;;;
22.09.2024;07:45:00;8289,191;10.518;3.105;3.298;;;
22.09.2024;08:00:00;8354,749;10.604;3.328;3.548;;;
22.09.2024;08:15:00;8267,338;10.546;3.258;3.509;;;
22.09.2024;08:30:00;8201,775;10.554;3.120;3.334;;;
22.09.2024;08:45:00;8311,044;10.809;3.418;3.527;;;
22.09.2024;09:00:00;8136,209;10.660;3.374;3.531;;;
22.09.2024;09:15:00;8048,782;10.550;3.090;3.351;;;
22.09.2024;09:30:00;8070,639;10.391;3.033;3.539;;;
22.09.2024;09:45:00;7961,349;10.419;3.127;3.555;;;
22.09.2024;10:00:00;8048,782;10.181;2.879;3.423;;;
22.09.2024;10:15:00;9752,49;10.114;2.927;3.579;;;
22.09.2024;10:30:00;9534,197;9.931;2.920;3.623;;;
22.09.2024;10:45:00;9665,178;10.076;2.747;3.473;;;
22.09.2024;11:00:00;9796,144;10.200;2.903;3.660;;;
22.09.2024;11:15:00;9643,348;10.147;2.954;3.667;;;
22.09.2024;11:30:00;9665,178;10.212;2.923;3.648;;;
22.09.2024;11:45:00;9577,859;10.048;2.713;3.537;;;
22.09.2024;12:00:00;9730,662;10.220;3.005;3.804;;;
22.09.2024;12:15:00;9730,662;10.215;2.971;3.796;;;
22.09.2024;12:30:00;9752,49;10.241;2.800;3.651;;;
22.09.2024;12:45:00;9948,92;10.374;2.798;3.695;;;
22.09.2024;13:00:00;9796,144;10.341;2.970;3.754;;;
22.09.2024;13:15:00;9817,97;10.502;2.999;3.671;;;
